,Pittsburgh,New_York,Dallas
FMPC 20079: *hhblits annotated* Putative transcriptional regulator  db:Pdp70 e-value:1.6e-17 ,0.487839367,0.52,0.428571429
FMPC 20080: *hhblits annotated* SH3 domain-containing protein  db:Pdp70 e-value:3.1e-19 ,0.507352941,0.476190476,0.5
FMPC 20081: *hhblits annotated* Pilus formation protein N-terminal domain-containing protein db:Uniclust30_2023 e-value:0.57 ,0.5,0.5,0.5
FMPC 20082: flagellar biosynthesis protein FliQ ,0.507352941,0.438095238,0.43877551
FMPC 20083: AsiA anti-sigma 70 protein ,0.503676471,0.5,0.5
FMPC 20084: DNA-directed RNA polymerase subunit beta ,0.5,0.5,0.5
FMPC 20085: *hhblits annotated* Putative outer membrane lipoprotein  db:Pdp70 e-value:0.00028 ,0.463235294,0.436190476,0.346938776
FMPC 20086: *hhblits annotated* Molybdopterin cofactor biosynthesis MoaD-related C-terminal domain-containing protein db:Uniclust30_2023 e-value:0.0058 ,0.5,0.5,0.5
FMPC 20087: acylphosphatase ,0.5,0.5,0.5
FMPC 20088: *hhblits annotated* NAD/NADP transhydrogenase alpha subunit  db:Pdp70 e-value:6.8e-52 ,0.5,0.5,0.5
FMPC 20089: (2Fe-2S)-binding protein ,0.5,0.5,0.5
FMPC 20090: *hhblits annotated* DUF4363 family protein (Fragment) db:Uniclust30_2023 e-value:0.33 ,0.5,0.5,0.5
FMPC 20091: *hhblits annotated* N5-glutamine S-adenosyl-L-methionine-dependent methyltransferase  db:Pdp70 e-value:3.3e-05 ,0.5,0.5,0.5
FMPC 20092: *hhblits annotated* Virion structural protein db:Uniclust30_2023 e-value:2.9e-08 ,0.5,0.5,0.5
FMPC 20093: nan,0.480769231,0.514285714,0.285714286
FMPC 20094: helix-turn-helix transcriptional regulator ,0.556561086,0.443809524,0.653061224
"FMPC 20095: autotransporter domain-containing protein, partial ",0.498585973,0.363809524,0.612244898
FMPC 20096: type II toxin-antitoxin system RelE/ParE family toxin ,0.481900452,0.4,0.551020408
FMPC 20097: *hhblits annotated* WD40 repeat domain-containing protein (Fragment) db:Uniclust30_2023 e-value:1.7 ,0.541855204,0.47047619,0.428571429
FMPC 20098: *hhblits annotated* 10.2 kd ORF  db:Pdp70 e-value:4.7e-37 ,0.476244344,0.382857143,0.448979592
FMPC 20099: *hhblits annotated* Phage protein db:Uniclust30_2023 e-value:3.8e-08 ,0.514705882,0.52,0.5
FMPC 20100: *hhblits annotated* Phage protein db:Uniclust30_2023 e-value:2.2e-12 ,0.5,0.5,0.5
FMPC 20101: *hhblits annotated* Colicin D immunity protein domain-containing protein db:Uniclust30_2023 e-value:0.00018 ,0.5,0.5,0.5
FMPC 20102: *hhblits annotated* CopG family transcriptional regulator db:Uniclust30_2023 e-value:2.3e-48 ,0.5,0.5,0.5
FMPC 20103: *hhblits annotated* Group-Specific protein db:Uniclust30_2023 e-value:4.8e-58 ,0.5,0.5,0.5
FMPC 20104: *hhblits annotated* REJ domain-containing protein db:Uniclust30_2023 e-value:0.16 ,0.5,0.5,0.5
FMPC 20105: VOC family protein ,0.506221719,0.408571429,0.510204082
FMPC 20106: acylphosphatase ,0.5,0.5,0.5
FMPC 20107: MoaD/ThiS family protein ,0.5,0.5,0.5
FMPC 20108: helix-turn-helix domain-containing protein ,0.412895928,0.378095238,0.469387755
"FMPC 20109: *hhblits annotated* Hfq, SmAP, tertiary structure, RNA-chaperon db:Uniclust30 e-value:0.0041 ",0.5,0.5,0.5
FMPC 20110: tetratricopeptide repeat protein ,0.468891403,0.35047619,0.612244898
FMPC 20111: *hhblits annotated* Phosphoribosylglycinamide formyltransferase (Fragment)  db:Pdp70 e-value:0.0014 ,0.440045249,0.404761905,0.5
FMPC 20112: *hhblits annotated* UvrD/REP helicase  db:Pdp70 e-value:8.7e-56 ,0.5,0.5,0.5
FMPC 20113: *hhblits annotated* Phage protein db:Uniclust30_2023 e-value:1.1e-43 ,0.502545249,0.5,0.428571429
FMPC 20114: helix-turn-helix domain-containing protein ,0.402149321,0.380952381,0.326530612
FMPC 20115: type II toxin-antitoxin system RelB/DinJ family antitoxin ,0.542420814,0.417142857,0.306122449
FMPC 20116: 30S ribosomal protein S15 ,0.485294118,0.36,0.571428571
FMPC 20117: DUF826 domain-containing protein ,0.500565611,0.577142857,0.428571429
FMPC 20118: metal-sensing transcriptional repressor ,0.5,0.52,0.5
FMPC 20119: Txe/YoeB family addiction module toxin ,0.507352941,0.452380952,0.5
FMPC 20120: bacteriocin immunity protein ,0.5,0.5,0.5
FMPC 20121: IreB family regulatory phosphoprotein ,0.678733032,0.72,0.632653061
FMPC 20122: HPr family phosphocarrier protein ,0.487556561,0.260952381,0.367346939
FMPC 20123: *hhblits annotated* Bacterial membrane protein YfhO (Fragment) db:Uniclust30_2023 e-value:1.6 ,0.574943439,0.54,0.428571429
FMPC 20124: YfhJ family protein ,0.5,0.5,0.5
FMPC 20125: replication regulatory protein RepA ,0.5364819,0.493333333,0.591836735
FMPC 20126: *hhblits annotated* ATP-binding protein (Fragment) db:Uniclust30_2023 e-value:2.2 ,0.5,0.5,0.5
FMPC 20127: *hhblits annotated* Prophage lp4 protein 4  db:Pdp70 e-value:9.3e-12 ,0.507352941,0.52,0.5
FMPC 20128: DUF1471 domain-containing protein ,0.503959276,0.527619048,0.489795918
FMPC 20129: helix-turn-helix domain-containing protein ,0.5,0.5,0.5
FMPC 20130: DUF6489 family protein ,0.5,0.5,0.5
FMPC 20131: *hhblits annotated* 7K protein (Fragment) db:Uniclust30_2023 e-value:5.7 ,0.5,0.5,0.5
FMPC 20132: YihD family protein ,0.471153846,0.367619048,0.489795918
FMPC 20133: *hhblits annotated* Predicted protein  db:Pdp70 e-value:3.8e-45 ,0.507352941,0.52,0.428571429
FMPC 20134: *hhblits annotated* Antirepressor  db:Pdp70 e-value:0.14 ,0.5,0.5,0.5
FMPC 20135: *hhblits annotated* Transposase db:Uniclust30_2023 e-value:1e-07 ,0.5,0.5,0.5
FMPC 20136: YlbG family protein ,0.39168552,0.468571429,0.5
FMPC 20137: *hhblits annotated* Nonsense-mediated mRNA decay factor SMG8 db:Uniclust30_2023 e-value:15.0 ,0.466628959,0.495238095,0.714285714
FMPC 20138: DUF167 domain-containing protein ,0.360011312,0.316190476,0.285714286
FMPC 20139: helix-turn-helix domain-containing protein ,0.55260181,0.404761905,0.642857143
FMPC 20140: *hhblits annotated* Phage protein db:Uniclust30_2023 e-value:8.9e-40 ,0.514705882,0.5,0.5
FMPC 20141: pro-sigmaK processing inhibitor BofA family protein ,0.5,0.5,0.5
FMPC 20142: phage holin family protein ,0.5,0.5,0.5
FMPC 20143: YggT family protein ,0.5,0.476190476,0.5
FMPC 20144: *hhblits annotated* DUF5079 domain-containing protein db:Uniclust30_2023 e-value:7.7e-10 ,0.5,0.5,0.5
FMPC 20145: DUF1292 domain-containing protein ,0.5,0.5,0.5
FMPC 20146: DUF2798 domain-containing protein ,0.5,0.5,0.5
FMPC 20147: HPr family phosphocarrier protein ,0.5,0.452380952,0.5
FMPC 20148: *hhblits annotated* Phage protein db:Uniclust30_2023 e-value:5.6e-46 ,0.472285068,0.413333333,0.448979592
FMPC 20149: chorismate mutase ,0.464366516,0.522857143,0.469387755
FMPC 20150: 30S ribosomal protein S15 ,0.424208145,0.516190476,0.469387755
FMPC 20151: *hhblits annotated* Macrolide export ATP-binding/permease MacB  db:Pdp70 e-value:1.4e-11 ,0.507352941,0.5,0.5
FMPC 20152: *hhblits annotated* Membrane protein  db:Pdp70 e-value:2.6e-16 ,0.480769231,0.5,0.5
FMPC 20153: DUF2564 family protein ,0.5,0.5,0.5
FMPC 20154: *hhblits annotated* Ubiquinone biosynthesis monooxygenase mitochondrial db:Uniclust30_2023 e-value:3.5 ,0.5,0.495238095,0.5
FMPC 20155: phage coat protein ,0.5,0.5,0.5
FMPC 20156: *hhblits annotated* Protein A  db:Pdp70 e-value:5.9e-45 ,0.5,0.5,0.5
FMPC 20157: *hhblits annotated* TerS db:Uniclust30_2023 e-value:1.0 ,0.5,0.5,0.5
FMPC 20158: *hhblits annotated* DUF3099 domain-containing protein db:Uniclust30_2023 e-value:0.038 ,0.5,0.5,0.5
FMPC 20159: *hhblits annotated* Ribonucleoside-diphosphate reductase class II  db:Pdp70 e-value:2.1e-06 ,0.5,0.5,0.5
FMPC 20160: flagellar motor switch protein FliN ,0.5,0.5,0.5
FMPC 20161: *hhblits annotated* Phage protein  db:Pdp70 e-value:0.021 ,0.5,0.5,0.5
"FMPC 20162: *hhblits annotated* Transposase, TnpA family  db:Pdp70 e-value:2.7e-50 ",0.5,0.5,0.5
FMPC 20163: *hhblits annotated* DNA polymerase-3 subunit gamma/tau db:Uniclust30_2023 e-value:0.0033 ,0.5,0.5,0.5
FMPC 20164: *hhblits annotated* site-specific integrase db:Uniclust30_2023 e-value:5.7 ,0.5,0.5,0.5
FMPC 20165: double-stranded DNA binding protein ,0.514705882,0.5,0.5
FMPC 20166: DUF2171 domain-containing protein ,0.5,0.476190476,0.5
FMPC 20167: *hhblits annotated* Putative cRISPR-associated helicase Cas3  db:Pdp70 e-value:2.1e-19 ,0.5,0.5,0.5
FMPC 20168: *hhblits annotated* Restriction endonuclease db:Uniclust30_2023 e-value:0.19 ,0.5,0.5,0.5
FMPC 20169: OsmC family protein ,0.5,0.5,0.5
FMPC 20170: *hhblits annotated* Transposase  db:Pdp70 e-value:2.0000000000000003e-49 ,0.441176471,0.531428571,0.530612245
FMPC 20171: *hhblits annotated* Translation elongation factor Tu  db:Pdp70 e-value:9.2e-08 ,0.5,0.5,0.5
FMPC 20172: *hhblits annotated* Gp55 protein  db:Pdp70 e-value:7.5e-51 ,0.5,0.5,0.5
FMPC 20173: *hhblits annotated* Reverse transcriptase domain-containing protein (Fragment) db:Uniclust30_2023 e-value:9.5 ,0.5,0.5,0.5
FMPC 20174: *hhblits annotated* Ribose 5-phosphate isomerase B db:Uniclust30_2023 e-value:0.001 ,0.5,0.5,0.5
FMPC 20175: *hhblits annotated* C3HC4 type zinc finger protein db:Uniclust30_2023 e-value:2.3 ,0.536764706,0.52,0.571428571
FMPC 20176: type II toxin-antitoxin system Phd/YefM family antitoxin ,0.529411765,0.474285714,0.428571429
FMPC 20177: *hhblits annotated* Gp27.2  db:Pdp70 e-value:1.2e-13 ,0.5,0.5,0.5
FMPC 20178: *hhblits annotated* Diadenosine tetraphosphatase  db:Pdp70 e-value:0.0002 ,0.601527149,0.358095238,0.510204082
FMPC 20179: *hhblits annotated* DUF3892 domain-containing protein db:Uniclust30_2023 e-value:8e-16 ,0.5,0.5,0.5
FMPC 20180: barstar family protein ,0.435803167,0.40952381,0.540816327
FMPC 20181: BRCT domain-containing protein ,0.5,0.5,0.5
FMPC 20182: helix-turn-helix domain-containing protein ,0.5,0.5,0.5
FMPC 20183: *hhblits annotated* Putative secreted protein db:Uniclust30_2023 e-value:0.98 ,0.5,0.5,0.5
FMPC 20184: translation initiation factor IF-1 ,0.455316742,0.506666667,0.448979592
FMPC 20185: helix-turn-helix domain-containing protein ,0.455316742,0.40952381,0.163265306
FMPC 20186: *hhblits annotated* KTSC domain-containing protein db:Uniclust30_2023 e-value:1.2e-15 ,0.5,0.5,0.5
FMPC 20187: helix-turn-helix domain-containing protein ,0.536764706,0.5,0.5
FMPC 20188: *hhblits annotated* Prophage Lp1 protein 10 db:Uniclust30_2023 e-value:4.3e-06 ,0.5,0.5,0.5
FMPC 20189: phosphopantetheine-binding protein ,0.363122172,0.333333333,0.510204082
FMPC 20190: *hhblits annotated* Archaeal Lon protease db:Uniclust30_2023 e-value:3.4 ,0.5,0.5,0.5
FMPC 20191: PqqD family protein ,0.470022624,0.616190476,0.673469388
FMPC 20192: *hhblits annotated* MerE family protein  db:Pdp70 e-value:1.3e-50 ,0.5,0.5,0.5
FMPC 20193: *hhblits annotated* RepB family plasmid replication protein  db:Pdp70 e-value:0.045 ,0.5,0.5,0.5
FMPC 20194: flagellar biosynthesis protein FliQ ,0.457579186,0.404761905,0.571428571
FMPC 20195: YtxH domain-containing protein ,0.5,0.5,0.5
FMPC 20196: flagellar biosynthesis anti-sigma factor FlgM ,0.5,0.5,0.5
FMPC 20197: *hhblits annotated* YdeA db:Uniclust30_2023 e-value:7.1e-38 ,0.511312217,0.5,0.428571429
FMPC 20198: DUF6457 domain-containing protein ,0.5,0.5,0.5
FMPC 20199: *hhblits annotated* Aminopeptidase P family protein db:Uniclust30_2023 e-value:0.55 ,0.5,0.5,0.5
FMPC 20200: *hhblits annotated* Leucine-rich repeat protein db:Uniclust30_2023 e-value:2.7 ,0.5,0.5,0.5
FMPC 20201: phage tail assembly protein ,0.389705882,0.497142857,0.428571429
FMPC 20202: AtpZ/AtpI family protein ,0.5,0.5,0.5
FMPC 20203: *hhblits annotated* Spore coat protein  db:Pdp70 e-value:0.00014 ,0.5,0.5,0.5
FMPC 20204: host cell division inhibitor Icd-like protein ,0.515837104,0.5,0.428571429
FMPC 20205: *hhblits annotated* Trigger factor  db:Pdp70 e-value:2.4e-06 ,0.5,0.5,0.5
FMPC 20206: *hhblits annotated* Phage protein db:Uniclust30_2023 e-value:1e-61 ,0.480769231,0.5,0.5
FMPC 20207: *hhblits annotated* Plasmid segregation centromere-binding protein ParG  db:Pdp70 e-value:1.2e-05 ,0.507352941,0.5,0.5
FMPC 20208: *hhblits annotated* PDGLE domain-containing protein db:Uniclust30_2023 e-value:2.8e-14 ,0.5,0.5,0.5
FMPC 20209: *hhblits annotated* Radical SAM domain protein  db:Pdp70 e-value:5.8e-11 ,0.502545249,0.5,0.571428571
FMPC 20210: antitoxin ,0.524886878,0.5,0.357142857
FMPC 20211: 30S ribosomal protein S20 ,0.471153846,0.35047619,0.428571429
"FMPC 20212: FHIPEP family type III secretion protein, partial ",0.481334842,0.327619048,0.755102041
FMPC 20213: *hhblits annotated* Antitoxin  db:Pdp70 e-value:0.00021 ,0.496040724,0.52,0.571428571
"FMPC 20214: *hhblits annotated* Zinc finger, CCHC-type db:Uniclust30_2023 e-value:8.1 ",0.514705882,0.5,0.5
FMPC 20215: *hhblits annotated* HTH cro/C1-type domain-containing protein db:Uniclust30_2023 e-value:0.0065 ,0.480769231,0.5,0.571428571
FMPC 20216: *hhblits annotated* YraG  db:Pdp70 e-value:8.1e-12 ,0.5,0.5,0.5
FMPC 20217: *hhblits annotated* Mobilization protein db:Uniclust30_2023 e-value:1.3 ,0.507352941,0.5,0.5
FMPC 20218: *hhblits annotated* HMA domain-containing protein db:Uniclust30_2023 e-value:2.4 ,0.514705882,0.52,0.489795918
FMPC 20219: *hhblits annotated* DUF1559 domain-containing protein (Fragment) db:Uniclust30_2023 e-value:0.83 ,0.5,0.5,0.5
FMPC 20220: *hhblits annotated* Putative cell wall binding repeat  db:Pdp70 e-value:0.034 ,0.5,0.5,0.5
"FMPC 20221: NUDIX domain-containing protein, partial ",0.510746606,0.391428571,0.530612245
FMPC 20222: helix-turn-helix domain-containing protein ,0.5,0.5,0.5
FMPC 20223: arginine repressor ArgR ,0.5,0.5,0.5
FMPC 20224: *hhblits annotated* RstB  db:Pdp70 e-value:0.017 ,0.5,0.5,0.5
FMPC 20225: peptide chain release factor 1 ,0.495475113,0.5,0.5
FMPC 20226: *hhblits annotated* SNF2 family protein  db:Pdp70 e-value:0.013 ,0.512443439,0.453333333,0.551020408
FMPC 20227: *hhblits annotated* IDEAL domain-containing protein db:Uniclust30_2023 e-value:8.4e-45 ,0.5,0.5,0.5
FMPC 20228: *hhblits annotated* Conjugal transfer protein db:Uniclust30_2023 e-value:2.7e-51 ,0.5,0.5,0.5
FMPC 20229: *hhblits annotated* Transposase db:Uniclust30_2023 e-value:3.7e-05 ,0.507352941,0.5,0.571428571
FMPC 20230: *hhblits annotated* Translation initiation factor 2  db:Pdp70 e-value:0.036 ,0.5,0.5,0.5
FMPC 20231: DUF3055 domain-containing protein ,0.496040724,0.5,0.428571429
FMPC 20232: *hhblits annotated* NAD dependent epimerase/dehydratase family protein db:Uniclust30_2023 e-value:1.0 ,0.5,0.5,0.5
FMPC 20233: DNA-directed RNA polymerase subunit omega ,0.580316742,0.42,0.530612245
FMPC 20234: flagellar motor switch protein FliN ,0.5,0.5,0.5
"FMPC 20235: *hhblits annotated* Putative ABC-type transporter, periplasmic component  db:Pdp70 e-value:1.8e-16 ",0.507352941,0.5,0.5
FMPC 20236: metal-sensitive transcriptional regulator ,0.514705882,0.452380952,0.5
FMPC 20237: *hhblits annotated* Group-specific protein  db:Pdp70 e-value:8.5e-35 ,0.5,0.5,0.5
FMPC 20238: *hhblits annotated* Exported protein  db:Pdp70 e-value:1.1e-43 ,0.514705882,0.5,0.428571429
FMPC 20239: YfhO family protein ,0.507352941,0.5,0.571428571
FMPC 20240: *hhblits annotated* Methyl-accepting chemotaxis protein db:Uniclust30_2023 e-value:2.9e-12 ,0.5,0.5,0.5
FMPC 20241: type II toxin-antitoxin system RelB/DinJ family antitoxin ,0.491515837,0.608571429,0.489795918
"FMPC 20242: *hhblits annotated* DNA REPAIR HELICASE RAD25, SSL2 db:Uniclust30 e-value:0.001 ",0.5,0.5,0.5
FMPC 20243: DUF1272 domain-containing protein ,0.5,0.5,0.5
"FMPC 20244: DUF1016 N-terminal domain-containing protein, partial ",0.514423077,0.432380952,0.540816327
FMPC 20245: Parvovirus coat protein VP1-like protein ,0.5,0.5,0.5
"FMPC 20246: DUF47 family protein, partial ",0.523755656,0.52,0.428571429
FMPC 20247: BrnA antitoxin family protein ,0.5,0.5,0.5
FMPC 20248: *hhblits annotated* Copper-containing nitrite reductase (Fragment) db:Uniclust30_2023 e-value:4.9 ,0.5,0.5,0.5
FMPC 20249: CRISPR-associated endonuclease Cas2 ,0.5,0.5,0.5
FMPC 20250: cysteine-rich small domain-containing protein ,0.426470588,0.540952381,0.653061224
FMPC 20251: nan,0.485294118,0.367619048,0.479591837
FMPC 20252: *hhblits annotated* Putative PHD-finger domain containing protein family db:Uniclust30_2023 e-value:0.17 ,0.5,0.5,0.5
FMPC 20253: *hhblits annotated* Glutaredoxin  db:Pdp70 e-value:8.5e-41 ,0.480769231,0.5,0.5
FMPC 20254: *hhblits annotated* VirB2 type IV secretion protein  db:Pdp70 e-value:5.2e-56 ,0.5,0.5,0.5
FMPC 20255: *hhblits annotated* DoxX family protein db:Uniclust30_2023 e-value:7.3e-32 ,0.5,0.5,0.5
FMPC 20256: *hhblits annotated* Pirin N-terminal domain-containing protein (Fragment) db:Uniclust30_2023 e-value:3.9e-43 ,0.531108597,0.476190476,0.489795918
FMPC 20257: *hhblits annotated* uncharacterized protein db:Uniclust30 e-value:3.5e-19 ,0.501696833,0.500952381,0.581632653
FMPC 20258: cell division protein ZapA ,0.507352941,0.5,0.510204082
FMPC 20259: *hhblits annotated* Conserved domain protein  db:Pdp70 e-value:1e-09 ,0.359728507,0.28,0.285714286
FMPC 20260: *hhblits annotated* GyrI-like small molecule binding domain-containing protein db:Uniclust30_2023 e-value:5.2 ,0.5,0.5,0.5
FMPC 20261: *hhblits annotated* Tail assembly chaperone db:Uniclust30_2023 e-value:1.3e-06 ,0.5,0.5,0.5
FMPC 20262: *hhblits annotated* DNA-binding protein  db:Pdp70 e-value:4.3e-21 ,0.5,0.52,0.5
FMPC 20263: DUF6171 family protein ,0.5,0.5,0.5
FMPC 20264: AbrB/MazE/SpoVT family DNA-binding domain-containing protein ,0.5,0.5,0.5
FMPC 20265: helix-turn-helix domain-containing protein ,0.514705882,0.5,0.5
FMPC 20266: *hhblits annotated* Putative lipoprotein  db:Pdp70 e-value:9.4e-11 ,0.5,0.5,0.5
FMPC 20267: *hhblits annotated* HTH LytTR-type domain-containing protein db:Uniclust30_2023 e-value:0.13 ,0.5,0.5,0.5
FMPC 20268: *hhblits annotated* DUF202 domain-containing protein db:Uniclust30_2023 e-value:3.5e-35 ,0.5,0.5,0.5
FMPC 20269: *hhblits annotated* YojE db:Uniclust30_2023 e-value:5.3e-32 ,0.5,0.5,0.5
FMPC 20270: *hhblits annotated* Adenylate kinase  db:Pdp70 e-value:2.6e-59 ,0.5,0.5,0.5
FMPC 20271: *hhblits annotated* reverse transcriptase domain-containing protein db:Uniclust30_2023 e-value:1.8 ,0.5,0.5,0.5
FMPC 20272: *hhblits annotated* ORF E73 db:Uniclust30 e-value:0.00015 ,0.5,0.5,0.5
FMPC 20273: *hhblits annotated* GG21676  db:Pdp70 e-value:0.013 ,0.5,0.5,0.5
FMPC 20274: ribbon-helix-helix domain-containing protein ,0.5,0.5,0.5
FMPC 20275: *hhblits annotated* YtxH-like protein db:Uniclust30_2023 e-value:1.3e-14 ,0.5,0.5,0.5
"FMPC 20276: signal peptidase II, partial ",0.438348416,0.344761905,0.510204082
FMPC 20277: *hhblits annotated* Post-transcriptional regulator  db:Pdp70 e-value:2.2e-25 ,0.5,0.5,0.5
FMPC 20278: *hhblits annotated* Prevent-host-death family protein  db:Pdp70 e-value:9.8e-51 ,0.452488688,0.656190476,0.367346939
FMPC 20279: carbohydrate porin ,0.531391403,0.513333333,0.510204082
"FMPC 20280: *hhblits annotated* Peptidase, S9C (Acylaminoacyl-peptidase) subfamily  db:Pdp70 e-value:2.1e-12 ",0.5,0.5,0.5
FMPC 20281: DUF3263 domain-containing protein ,0.507352941,0.476190476,0.5
FMPC 20282: AlpA family transcriptional regulator ,0.535067873,0.428571429,0.214285714
FMPC 20283: *hhblits annotated* DUF1292 domain-containing protein db:Uniclust30_2023 e-value:3.5999999999999996e-31 ,0.5,0.5,0.5
FMPC 20284: *hhblits annotated* YfhD family protein db:Uniclust30_2023 e-value:1.9e-18 ,0.5,0.5,0.5
FMPC 20285: *hhblits annotated* A kinase anchor protein 9 db:Uniclust30_2023 e-value:0.79 ,0.5,0.5,0.5
FMPC 20286: flagellar biosynthesis protein FliQ ,0.5,0.495238095,0.5
FMPC 20287: *hhblits annotated* YdaB  db:Pdp70 e-value:0.013 ,0.521776018,0.414285714,0.530612245
FMPC 20288: PucR family transcriptional regulator ligand-binding domain-containing protein ,0.5,0.5,0.5
FMPC 20289: *hhblits annotated* DUF1642 domain-containing protein db:Uniclust30_2023 e-value:0.00039 ,0.5,0.5,0.5
FMPC 20290: UPF0223 family protein ,0.5,0.5,0.5
FMPC 20291: nan,0.5260181,0.5,0.5
FMPC 20292: HPr family phosphocarrier protein ,0.561085973,0.554285714,0.479591837
FMPC 20293: *hhblits annotated* Lipoprotein  db:Pdp70 e-value:3.8e-33 ,0.5,0.5,0.5
FMPC 20294: nan,0.486142534,0.264761905,0.56122449
